id,EAP,HPL,MWS
id07264,0.9638142,0.009343366,0.026842397
id01862,0.016359258,0.9305965,0.053044207
id20808,0.083736375,0.9130085,0.0032550842
id26658,0.42564106,0.29241422,0.28194475
id04479,0.2669972,0.255555,0.4774478
id17445,0.021116637,0.9442663,0.034617
id04430,0.0015594591,0.97630966,0.02213087
id06052,0.65289164,0.02055542,0.32655293
id11485,0.19718178,0.074624315,0.7281939
id13060,0.5295203,0.024339436,0.44614026
id20873,0.8788108,0.03519503,0.08599414
id21927,0.0028227598,0.99641466,0.0007625149
id02736,0.72589797,0.01885872,0.2552433
id11234,0.26242617,0.06754486,0.670029
id27894,0.9956216,0.0009474514,0.0034309197
id23208,0.07368908,0.04207336,0.8842376
id18470,0.17526695,0.7563184,0.06841469
id23172,0.035178386,0.9558087,0.009012904
id08752,0.74737847,0.07924306,0.17337848
id14242,0.05862292,0.041757826,0.8996193
id22908,0.97607774,0.007570035,0.016352281
id17454,0.14222696,0.26546717,0.5923059
id23797,0.9269985,0.03975088,0.033250544
id03788,0.92575616,0.0535627,0.020681094
id23682,0.09964945,0.014261466,0.8860891
id07179,0.9887028,0.01013269,0.0011645083
id09746,0.002290604,0.99692875,0.00078066275
id26613,0.23691046,0.05004831,0.7130412
id05142,0.9991698,0.0002027341,0.0006274995
id04825,0.002101163,0.9962309,0.0016678915
id13691,0.19140494,0.052528534,0.7560665
id14183,0.0013923197,0.00037521767,0.99823254
id19519,0.031204354,0.009417356,0.9593783
id26685,0.7337575,0.04009033,0.22615212
id07937,0.30132827,0.4144558,0.28421593
id10574,0.0008181579,0.9989963,0.00018549537
id15310,0.006980199,0.94226176,0.050757978
id27311,0.0021099553,0.00042992109,0.9974602
id11590,0.866549,0.04708485,0.08636607
id19798,0.008113313,0.9793591,0.0125276195
id12201,0.895051,0.04835395,0.05659501
id12460,0.61314106,0.13814217,0.24871676
id12019,0.9943099,0.002264769,0.003425364
id08046,0.3477738,0.27625424,0.37597203
id02989,0.45872006,0.20009007,0.34118995
id26905,0.03509478,0.036467202,0.928438
id09779,0.9991885,0.00055103883,0.00026052428
id04359,0.68843377,0.0804488,0.23111743
id01526,0.98581934,0.01275087,0.0014297753
id22325,0.042890493,0.90278995,0.05431951
id27878,0.24795076,0.11704732,0.63500196
id06413,0.0016786805,0.9969681,0.0013531991
id12616,0.04544411,0.9368871,0.017668735
id05301,0.9886531,0.003087591,0.008259265
id13258,0.5476595,0.06797149,0.384369
id08789,0.0019492605,0.99791044,0.00014023756
id11776,0.0023505706,0.99654084,0.0011085311
id21899,0.6460067,0.31871763,0.035275735
id18108,0.31863192,0.033810664,0.64755744
id23585,0.5472606,0.27679038,0.17594907
id22122,0.63596094,0.0058458983,0.35819316
id22855,0.6575945,0.069322966,0.27308258
id19551,0.7727138,0.0031553125,0.22413088
id18535,0.00031725192,0.99957603,0.00010666338
id15115,0.46195126,0.10683795,0.4312108
id00678,0.99932826,0.0004594939,0.00021224646
id21876,0.106389344,0.7431257,0.15048501
id01553,0.7405094,0.034566723,0.22492386
id09456,0.68193644,0.26638353,0.051679984
id01455,0.42796126,0.4761227,0.095916
id02454,0.0006192226,0.99913126,0.00024951505
id07911,0.37143427,0.12845278,0.50011295
id13383,0.9697757,0.02168147,0.008542828
id19953,0.13059661,0.011274105,0.8581293
id10316,0.37822047,0.46702725,0.15475225
id01991,0.40849033,0.03929726,0.55221236
id19176,0.9936225,0.004343202,0.0020343699
id06744,0.3775608,0.19776608,0.42467317
id09999,0.12465258,0.00062064425,0.8747268
id11253,0.0023768675,0.00091948354,0.9967037
id15089,0.02013035,0.97168016,0.008189448
id16821,0.04508566,0.0019354828,0.95297885
id08256,0.9992785,0.0005318913,0.00018964346
id14844,0.34343892,0.08007463,0.57648647
id25950,0.0021912996,0.99698895,0.0008198312
id11961,0.0004515537,0.99915993,0.00038851556
id00092,0.026407424,0.058653105,0.91493946
id13083,0.042075057,0.06900857,0.8889164
id25825,0.68112284,0.058464207,0.260413
id03045,0.0022902922,0.0005866942,0.99712294
id19037,0.18671276,0.737011,0.07627618
id24357,0.035658345,0.0024541616,0.9618875
id24449,0.16945831,0.5846405,0.24590121
id22847,0.0023250275,0.99652195,0.001153043
id27720,0.99867564,0.0007982729,0.00052605703
id11619,0.2008153,0.7594408,0.03974391
id03129,0.9298574,0.0196741,0.05046847
id04264,0.00041593975,0.9994124,0.0001716358
id19748,0.11793717,0.019896284,0.8621665
id20851,0.029442811,0.006315377,0.96424186
id13277,0.98790735,0.0052859657,0.0068067024
id06419,0.013940838,0.98481685,0.0012422672
id00581,0.91842383,0.051053625,0.030522516
id08765,0.46470675,0.015810993,0.51948225
id13492,0.46646577,0.36872572,0.16480853
id12049,0.0020800522,0.9971034,0.00081659446
id12700,0.9800702,0.018381722,0.0015480504
id07697,0.9965551,0.0015013166,0.0019436198
id00262,0.00033584872,0.99949527,0.00016890168
id20969,0.016649239,0.25387228,0.7294785
id18465,0.0012087255,0.00047456048,0.99831676
id10027,0.00075519684,0.9989303,0.0003144801
id03007,0.025198156,0.9498054,0.024996465
id23465,0.40596113,0.26288667,0.33115223
id09086,0.81464595,0.06779239,0.11756162
id08015,0.012722257,0.9810099,0.0062677837
id04285,0.63567775,0.1335653,0.23075691
id04356,0.009919588,0.0015093859,0.988571
id03554,0.45636946,0.37478682,0.16884373
id06922,0.6991989,0.23962611,0.061174948
id15733,0.0025876502,0.99689204,0.0005202916
id24934,0.062098797,0.0009790784,0.9369222
id05529,0.97851986,0.0063167806,0.0151633825
id00298,0.013739211,0.88913167,0.097129144
id08158,0.8801752,0.088357076,0.03146781
id15135,0.23200294,0.035564635,0.7324324
id06574,0.8369354,0.0947239,0.06834069
id20017,0.0030626345,0.9964814,0.000455976
id14386,0.0017811564,0.0015040373,0.99671483
id24226,0.4358385,0.54891956,0.015242007
id24212,0.7646783,0.18237056,0.052951165
id14116,0.006317329,0.0020875637,0.9915951
id14500,0.040727463,0.0004568124,0.95881575
id22744,0.05697148,0.02322546,0.9198031
id16163,0.9987582,0.0011329459,0.00010889247
id17883,0.75953406,0.085649304,0.15481661
id04631,0.004898412,0.0028102614,0.9922914
id26517,0.39740402,0.06420834,0.53838766
id12655,0.0119092725,0.9246919,0.06339878
id01505,0.57552063,0.16106863,0.26341078
id00104,0.11782241,0.009352647,0.87282497
id20387,0.15441644,0.73964304,0.10594053
id02843,0.16125499,0.12201555,0.71672946
id04361,0.33576208,0.023422241,0.6408157
id26813,0.9992362,0.00045002328,0.0003137905
id01466,0.0045935987,0.96980596,0.025600446
id17090,0.12850009,0.756313,0.11518685
id06691,0.054828648,0.0032397248,0.94193166
id09408,0.88432056,0.09059373,0.025085758
id15285,0.98198086,0.0005499975,0.017469076
id16283,0.9972038,0.00197357,0.0008225911
id12607,0.81406146,0.056072894,0.12986563
id25965,0.4297471,0.004578946,0.5656739
id07268,0.0011521564,0.9986914,0.0001564726
id13529,0.0044325506,0.005013301,0.99055415
id11969,0.0012521197,0.99851257,0.00023530424
id20299,0.0008264086,0.9989895,0.00018404197
id08770,0.011794769,0.0028872162,0.98531795
id20730,0.90222484,0.025227098,0.07254802
id06333,0.0034513026,0.9961488,0.00039993698
id27451,0.9689238,0.01526813,0.015808025
id12111,0.73121136,0.0071698227,0.26161885
id06609,0.018681465,0.0007392861,0.9805792
id12299,0.96328396,0.019947385,0.016768651
id23264,0.992558,0.00072337774,0.006718635
id04222,0.23135845,0.47560334,0.29303825
id17229,0.27431852,0.67427963,0.051401813
id24365,0.002009142,0.0009311902,0.99705964
id18294,0.0045813886,0.99521494,0.00020368026
id04493,0.99343675,0.005146605,0.0014166593
id27575,0.9993518,0.000115707466,0.0005324681
id03801,0.7096037,0.033032082,0.25736415
id11611,0.09757656,0.07816859,0.8242548
id01632,0.22281517,0.03678775,0.7403971
id06510,0.34818265,0.5729637,0.078853674
id20431,0.14280151,0.016393322,0.8408052
id23529,0.83223355,0.096790835,0.0709756
id13951,0.0016700804,0.0026715307,0.9956584
id00803,0.010302143,0.9830876,0.006610276
id06737,0.72313446,0.19775577,0.07910977
id24288,0.80350477,0.0093366625,0.18715858
id08385,0.0077712825,0.9860362,0.0061925272
id22859,0.00023667689,0.99971324,5.0066785e-05
id22234,0.16459529,0.23127382,0.60413086
id10365,0.00029548333,0.99958974,0.000114752685
id00865,0.021255663,0.010265029,0.9684793
id19405,0.0021187067,0.0012196183,0.99666166
id11246,0.020380577,0.0011573379,0.9784621
id19587,0.0009787173,0.0007172679,0.998304
id24614,0.012630184,0.98609734,0.001272411
id23623,0.9933989,0.0019637612,0.0046372972
id15271,0.4374795,0.2322861,0.3302344
id20478,0.0034817343,0.0004637752,0.99605453
id25277,0.9723168,0.0026348252,0.025048295
id22004,0.9159712,0.058058213,0.0259706
id16728,0.0018326046,0.9979329,0.00023444321
id06907,0.513125,0.3036089,0.18326606
id11895,0.0008313091,0.9989648,0.00020393965
id13802,0.66930556,0.10842536,0.2222691
id18459,0.010019622,0.98697597,0.003004365
id21371,0.9833937,0.012312619,0.0042936504
id11408,0.00078175677,0.99900395,0.00021430025
id05442,0.79324645,0.16640371,0.040349875
id21499,0.21916729,0.21003965,0.5707931
id18066,0.286252,0.5327307,0.1810173
id23617,0.14129393,0.053015836,0.8056902
id07725,0.021095794,0.08972424,0.88917994
id24627,0.44543645,0.027212217,0.5273513
id19108,0.97570497,0.020456828,0.0038382155
id11800,0.0016847994,0.00033437496,0.9979809
id14588,0.899801,0.079182655,0.021016385
id27474,0.9431521,0.04026751,0.016580395
id07924,0.7070963,0.07341854,0.21948518
id10772,0.9924654,0.00087375223,0.006660835
id19235,0.063300736,0.22052588,0.71617335
id13647,0.38098326,0.45589417,0.16312261
id08673,0.7646204,0.039813887,0.19556564
id24850,0.002261243,0.99664223,0.0010965794
id11764,0.91253763,0.0037909918,0.08367135
id05197,0.26804277,0.66758704,0.06437018
id23600,0.12882133,0.0069752275,0.8642034
id14699,0.003143561,0.99650013,0.0003563251
id26801,0.49273485,0.032040812,0.47522438
id25664,0.79734397,0.19634007,0.006315937
id07809,0.9969728,0.0017359917,0.0012911749
id13081,0.006166761,0.00445422,0.989379
id11381,0.097334,0.0066958955,0.8959701
id14721,0.3065938,0.32130313,0.37210307
id07800,0.7704999,0.03523895,0.1942611
id13883,0.545376,0.12977226,0.32485172
id04488,0.28180683,0.18003613,0.53815705
id03530,0.78226846,0.02058557,0.19714598
id15823,0.0032855154,0.00012535135,0.9965892
id11701,0.08093236,0.09080573,0.828262
id07806,0.0011220736,0.9987142,0.00016377168
id19036,0.0011345565,0.998667,0.00019848366
id20765,0.7029646,0.2857197,0.011315714
id26691,0.3076104,0.55384105,0.13854855
id02642,0.016600817,0.0012069244,0.9821922
id06475,0.53855515,0.43109128,0.030353546
id19019,0.57723683,0.2926193,0.13014384
id14616,0.012246032,0.0011669493,0.986587
id08537,0.96515054,0.03380788,0.0010415408
id19126,0.15584256,0.01280139,0.83135605
id01774,0.011749481,0.0013018488,0.9869487
id08623,0.50109124,0.18163037,0.31727841
id17150,0.0025236823,0.0008043371,0.9966719
id06325,0.01774936,0.11293572,0.8693149
id23161,0.0735519,0.002485791,0.92396235
id09876,0.2786337,0.018622093,0.7027442
id01551,0.9735512,0.019835457,0.006613313
id12334,0.0012028519,0.9986216,0.00017551375
id03577,0.26292208,0.05094679,0.6861311
id20706,0.9992242,0.00030309736,0.0004726523
id23704,0.002380408,0.9936452,0.003974438
id10029,0.0018671734,0.9381573,0.05997551
id19600,0.00012519691,0.9998337,4.1110918e-05
id22367,0.008487079,0.99034613,0.0011667487
id12262,0.9971896,0.0013908132,0.0014196546
id09698,0.117611736,0.8285838,0.053804506
id10919,0.9835302,0.0077004414,0.0087692905
id12508,0.01925831,0.9230836,0.057658114
id16206,0.55244285,0.010713648,0.43684345
id25927,0.023508472,0.008034193,0.96845734
id23189,0.0014398369,0.99839133,0.00016883858
id00406,0.0070133493,0.9908828,0.0021038253
id01257,0.3088691,0.60044146,0.0906894
id15147,0.99906665,0.00066251226,0.0002708151
id24692,0.9475913,0.030053005,0.022355702
id02919,0.003398914,0.99621886,0.000382285
id00339,0.0065966155,0.97678727,0.016616106
id20981,0.0058334344,0.9931859,0.0009807049
id00658,0.8649231,0.0014374543,0.1336394
id02255,0.094691984,0.036821563,0.86848646
id13282,0.75338626,0.15222767,0.0943861
id13189,0.65655345,0.042958464,0.30048805
id07267,0.9989159,0.000477241,0.00060690736
id05272,0.26976937,0.025514979,0.70471567
id22653,0.3133744,0.61516196,0.07146369
id06894,0.76642334,0.019173937,0.2144027
id21657,0.3844772,0.5434692,0.072053574
id00430,0.036545478,0.47209716,0.49135736
id21655,0.17264463,0.3299238,0.4974316
id04764,0.82419145,0.10730451,0.06850405
id08665,0.25125906,0.032288283,0.71645266
id20985,0.0034670162,0.003986445,0.9925465
id08095,0.10124751,0.87132025,0.027432242
id12015,0.89484125,0.10290625,0.0022524556
id13210,0.12114075,0.4404306,0.43842867
id24937,0.06619015,0.9026622,0.03114765
id03675,0.0010557041,0.99865025,0.0002941184
id26951,0.76577634,0.03561352,0.19861014
id06104,0.0046428367,0.0003732161,0.9949839
id20105,0.0021323466,0.99743026,0.00043740016
id20441,0.020067008,0.0035460358,0.97638696
id05660,0.99479467,0.0042857863,0.0009195026
id04078,0.0021142722,0.0076212254,0.99026453
id26101,0.18588908,0.011446576,0.80266434
id10144,0.0013679502,0.998431,0.00020100155
id15096,0.0013187632,0.00076037546,0.99792093
id11903,0.59228104,0.1648736,0.24284536
id24093,0.008198235,0.0038008492,0.9880009
id06388,0.58813035,0.13673808,0.2751316
id01203,0.9569171,0.019702911,0.02338001
id18448,0.9860757,0.0014412483,0.01248305
id10382,0.54289883,0.30828753,0.14881365
id25109,0.05017629,0.14534575,0.804478
id15526,0.022191223,0.001382119,0.9764266
id09411,0.9728122,0.012827167,0.014360677
id03937,0.025138449,0.0010885358,0.97377306
id09740,0.023526361,0.001685877,0.9747877
id11584,0.05499343,0.40284327,0.54216325
id06135,0.9888803,0.0037678224,0.0073518986
id22666,0.9474603,0.03743276,0.015106954
id03104,0.99873644,0.0005464803,0.00071704807
id21763,0.567449,0.11752508,0.31502596
id26344,0.004080186,0.0037294177,0.9921904
id11819,0.47644934,0.46702653,0.056524098
id20309,0.0023275295,0.9967554,0.00091700914
id12751,0.9786567,0.0043768757,0.016966354
id16205,0.49048734,0.16018009,0.34933257
id07347,0.12062542,0.012853548,0.866521
id20347,0.005050771,0.9883994,0.0065498576
id05696,0.035342377,0.002775715,0.96188194
id04648,0.5680949,0.3028497,0.12905534
id19654,0.26677227,0.6424185,0.09080929
id03991,0.04191371,0.029747643,0.92833865
id05523,0.19752017,0.16446348,0.63801634
id27445,0.9991067,0.0003199447,0.0005733014
id27516,0.0015991337,0.99825174,0.00014912056
id13992,0.001564735,0.0001781834,0.9982571
id02429,0.0022302773,0.0010282396,0.9967415
id01682,0.0010452623,0.9987619,0.00019288943
id20561,0.9951094,0.0013188168,0.0035717755
id26906,0.963328,0.0024473001,0.03422473
id01724,0.3649975,0.53072125,0.10428126
id25283,0.18903595,0.20284146,0.6081226
id06926,0.69188035,0.17993635,0.12818332
id13887,0.9771867,0.02126804,0.0015453199
id07530,0.9107898,0.067298025,0.021912176
id13460,0.9928981,0.0062107136,0.00089117425
id14695,0.0005231512,0.9993237,0.00015316014
id08133,0.41685674,0.04328726,0.539856
id06364,0.024044478,0.0036488057,0.97230667
id22368,0.0017290268,0.997954,0.00031693533
id04855,0.017125225,0.97006065,0.012814096
id14016,0.1726637,0.25961542,0.56772083
id25801,0.00096817774,0.998722,0.0003097606
id16241,0.15585423,0.06719951,0.77694625
id01120,0.9396101,0.046825916,0.013563989
id00058,0.8030623,0.072975166,0.123962544
id24503,0.65254265,0.07993846,0.26751888
id03213,0.14417665,0.7672583,0.08856509
id06040,0.9985689,0.0008024832,0.0006285753
id26219,0.014511794,0.70570296,0.27978522
id23723,0.0033102795,0.96963197,0.027057812
id17565,0.4894473,0.023781672,0.486771
id02243,0.4995956,0.30593124,0.19447309
id04802,0.9751428,0.011773015,0.013084216
id07148,0.034226235,0.0037183189,0.96205544
id16071,0.98728395,0.010119298,0.0025967322
id14810,0.4045936,0.031115303,0.5642911
id15386,0.90324324,0.07174762,0.025009064
id14768,0.8861626,0.08886387,0.024973596
id05056,0.99935025,0.00042420827,0.00022553717
id27065,0.20200308,0.02384896,0.774148
id27245,0.23527776,0.54660714,0.21811512
id25911,0.62103236,0.2145177,0.16444993
id10581,0.50009227,0.316748,0.18315971
id21852,0.9239677,0.04472377,0.03130847
id13922,0.28129047,0.6250142,0.093695365
id21904,0.026611978,0.025820805,0.9475672
id25974,0.0013158027,0.0005250154,0.9981592
id03323,0.11936754,0.3979873,0.48264518
id01385,0.8951041,0.063749105,0.04114674
id20469,0.8662481,0.04587415,0.08787771
id04281,0.16581233,0.42485294,0.40933472
id17752,0.9095565,0.084047474,0.0063960394
id27768,0.99785715,0.0015773929,0.00056543265
id15545,0.010502837,0.96480376,0.024693426
id27853,0.0009949259,0.00033654584,0.99866855
id10103,0.92405444,0.00067019335,0.07527531
id04374,0.0021631378,0.0046990346,0.9931378
id23102,0.35586742,0.55431896,0.08981363
id15727,0.14029498,0.04528145,0.81442356
id22643,0.4980039,0.038159788,0.46383634
id26174,0.13702044,0.08892374,0.77405584
id16776,0.00085331773,0.9989353,0.00021138001
id11156,0.97216606,0.019901957,0.007932016
id18288,0.0019205072,0.00018294323,0.99789655
id21487,0.08714647,0.7964974,0.11635612
id06888,0.12573059,0.05092258,0.8233468
id24094,0.5000701,0.18880661,0.31112328
id21383,0.13071936,0.6850667,0.18421395
id10309,0.040308934,0.0073241447,0.95236695
id09189,0.21250553,0.149294,0.63820046
id26844,0.32383165,0.0060584806,0.6701099
id02103,0.0034949537,0.0005243856,0.9959806
id13699,0.0031245195,0.00066789624,0.9962076
id05005,0.00087117346,0.0008266914,0.9983021
id19814,0.97945875,0.014447892,0.006093371
id24703,0.7758478,0.1598833,0.0642689
id04594,0.0011628506,0.0004852818,0.99835193
id13789,0.6409961,0.32360297,0.03540087
id01938,0.081387095,0.91289854,0.005714369
id24274,0.6949852,0.018214734,0.28680006
id13727,0.9650719,0.029854935,0.005073098
id19335,0.009211081,0.0011374378,0.9896515
id21064,0.0017632507,0.0005720079,0.9976648
id04044,0.0013893627,0.9983903,0.00022029164
id01696,0.42376786,0.20358016,0.37265196
id05601,0.0026009744,0.00045524922,0.9969438
id13591,0.7485151,0.0059059607,0.24557897
id09164,0.012068337,0.9868003,0.0011313725
id16563,0.0015156602,0.0013384125,0.99714595
id00380,0.8761102,0.064441636,0.05944813
id04612,0.025327414,0.022248698,0.95242393
id17341,0.21596278,0.027942317,0.7560949
id23426,0.00084577524,0.99885285,0.00030132636
id02177,0.98886234,0.0035192335,0.007618498
id24279,0.008065573,0.0020232555,0.98991114
id07226,0.9762483,0.019720307,0.0040313704
id23305,0.13626967,0.049112935,0.8146174
id00684,0.36677557,0.054093327,0.5791311
id22025,0.0015398072,0.0006583275,0.99780184
id26143,0.99152255,0.0053749825,0.0031025144
id12002,0.15095085,0.28815195,0.56089723
id04610,0.569825,0.42263487,0.0075401366
id27224,0.049355995,0.0009538059,0.9496902
id10716,0.34759638,0.4938396,0.15856403
id14057,0.9489201,0.037518594,0.013561324
id14982,0.99866664,0.0011908993,0.00014247891
id00401,0.38388503,0.32309103,0.29302394
id12248,0.9868911,0.00912349,0.003985412
id04641,0.8876961,0.032445267,0.07985869
id01658,0.6523185,0.013934864,0.3337467
id03153,0.12408898,0.5256303,0.35028073
id27961,0.9639724,0.016786862,0.019240776
id15984,0.9787763,0.008469859,0.0127538815
id01789,0.8061639,0.13001518,0.063820906
id27264,0.0013517934,0.00032801123,0.99832016
id05158,0.0065865037,0.047866873,0.9455466
id14265,0.6827276,0.04591155,0.2713609
id20696,0.8709942,0.03905567,0.089950144
id01133,0.5009157,0.082149155,0.41693515
id24953,0.7731291,0.19471519,0.032155704
id11298,0.01645652,0.0070151533,0.97652835
id20917,0.21937701,0.6290251,0.15159786
id25275,0.005819077,0.993248,0.00093292014
id00850,0.6135582,0.033160422,0.35328144
id23225,0.00054307346,0.9993629,9.407144e-05
id15602,0.20868373,0.07906658,0.71224964
id12160,0.053925272,0.108787455,0.8372873
id25388,0.01455071,0.9851811,0.00026819634
id13837,0.04445622,0.9550967,0.00044701278
id06804,0.0011584697,0.0033726718,0.99546885
id19978,0.7021875,0.22827594,0.069536634
id27563,0.0008994259,0.00013765862,0.9989629
id23762,0.037378598,0.9617904,0.0008310098
id22734,0.0025483018,0.9962948,0.0011568596
id09094,0.8457948,0.07757272,0.076632515
id27270,0.0014327167,0.9982388,0.0003284725
id05043,0.0375001,0.8149116,0.14758828
id15290,0.06828478,0.9196577,0.0120575605
id26333,0.997929,0.00045979428,0.0016112684
id26111,0.7331972,0.24281383,0.023988988
id23029,0.043896496,0.0028795644,0.95322394
id11837,0.9463663,0.034868516,0.018765172
id03497,0.52306265,0.053969692,0.42296767
id19290,0.35914776,0.5477922,0.093060054
id08008,0.9987017,0.0010269618,0.00027129406
id24949,0.034665152,0.92145574,0.043879062
id25023,0.006412356,0.0026381803,0.99094945
id02205,0.024254834,0.8006339,0.17511131
id11041,0.9967924,0.00084953243,0.0023581048
id14395,0.00049190177,0.99850273,0.0010053637
id01130,0.81806284,0.10916257,0.07277462
id21066,0.13981988,0.27701387,0.58316624
id17774,0.98568106,0.013587799,0.00073118095
id24519,0.003940016,0.0013150651,0.9947449
id08460,0.92967147,0.040555663,0.029772814
id19897,0.002760862,0.9967614,0.0004777373
id19028,0.9930346,0.0048376033,0.0021277703
id01850,0.9803135,0.010974211,0.00871236
id22472,0.001104708,0.9988147,8.065192e-05
id10709,0.0040726843,0.9927285,0.0031989235
id17260,0.30181542,0.20227447,0.4959101
id22262,0.9726001,0.010069565,0.017330255
id00115,0.9531729,0.026041303,0.02078581
id17483,0.04406134,0.013421709,0.9425169
id10763,0.64843214,0.21340857,0.13815925
id18014,0.0024749853,0.9956468,0.001878196
id20414,0.10764364,0.014038694,0.87831765
id14244,0.9702958,0.014800585,0.014903571
id24952,0.99911886,0.0004333167,0.0004478192
id08217,0.055310264,0.013372185,0.9313175
id01578,0.00081490725,0.00025791983,0.9989272
id00641,0.9898307,0.008550664,0.0016186951
id24982,0.99869555,0.0008401566,0.00046432024
id11192,0.99604213,0.0026339921,0.0013239115
id13759,0.14450297,0.022161014,0.83333606
id26752,0.97711754,0.013322182,0.009560204
id06820,0.9832646,0.0034930953,0.013242342
id27298,0.25907528,0.7060773,0.034847483
id20735,0.0025472245,0.00045348232,0.99699926
id08390,0.023928437,0.9750069,0.0010646682
id18571,0.37744626,0.0037531399,0.6188006
id05804,0.00060759834,0.99919814,0.00019428365
id11867,0.096204035,0.016417205,0.88737875
id10286,0.8712893,0.03015476,0.09855595
id22020,0.89087915,0.043448374,0.06567252
id25835,0.005308091,0.0005450928,0.9941468
id06583,0.7493002,0.16629192,0.0844079
id21403,0.0016618088,0.9981862,0.00015194908
id26730,0.9973858,0.002001688,0.00061253284
id06873,0.9458797,0.04721558,0.0069047115
id03552,0.99555486,0.0017282834,0.0027168873
id05607,0.058127042,0.019554717,0.9223182
id26395,0.01939683,0.0034906734,0.97711253
id02844,0.7379452,0.15429159,0.10776325
id19710,0.1268493,0.3927803,0.48037037
id17076,0.73758525,0.15964615,0.10276861
id14070,0.9918445,0.0034581535,0.0046973997
id17106,0.47673413,0.16825889,0.35500702
id24689,0.98226607,0.0106772985,0.0070567015
id03718,0.96402,0.02019691,0.015783042
id03957,0.8963119,0.08006299,0.023625169
id18995,0.001274956,0.9982249,0.000500175
id11668,0.88875556,0.07969899,0.031545483
id15721,0.94032234,0.044610217,0.015067433
id10379,0.001079832,0.98089397,0.018026236
id15009,0.8116166,0.04155647,0.14682691
id11339,0.6288186,0.33628953,0.03489191
id18532,0.002699231,0.99637306,0.00092773954
id16469,0.70265186,0.16104075,0.13630737
id22464,0.0015944232,0.9982644,0.00014122075
id06314,0.01992954,0.0013899603,0.9786805
id27085,0.9107869,0.012314404,0.07689867
id14452,0.82650316,0.06682048,0.10667635
id14939,0.6660712,0.17536709,0.15856168
id20094,0.45182303,0.21802606,0.3301509
id23077,0.92717063,0.0568812,0.015948137
id17527,0.98149556,0.009161493,0.00934298
id14895,0.79108274,0.07366986,0.13524744
id22577,0.014429489,0.0029602374,0.9826103
id16111,0.23701108,0.7431548,0.019834079
id21649,0.031478457,0.32377502,0.64474654
id22954,0.6389296,0.2325009,0.12856956
id12624,0.0083821295,0.0011833826,0.9904345
id05737,0.99075365,0.0042717406,0.004974672
id23937,0.094758764,0.020187369,0.8850539
id06620,0.032549158,0.08610793,0.88134295
id18650,0.012743079,0.01847489,0.968782
id09656,0.9334205,0.011912732,0.054666795
id10285,0.84208727,0.06342998,0.09448277
id05729,0.06562374,0.0034600906,0.93091613
id00102,0.14488076,0.201354,0.6537652
id26276,0.031205658,0.026214773,0.9425796
id12620,0.90308726,0.093716286,0.0031963908
id17949,0.4412547,0.54784894,0.010896383
id15708,0.015431963,0.9828523,0.0017156955
id18300,0.17522183,0.013949652,0.8108285
id04039,0.69932073,0.079077125,0.22160219
id12158,0.969585,0.013352751,0.017062293
id23197,0.003057916,0.99629164,0.00065041374
id25384,0.71865016,0.21935467,0.061995175
id09070,0.03813045,0.024913631,0.93695587
id27734,0.8491758,0.06244257,0.08838161
id27332,0.59024304,0.14197662,0.2677803
id00973,0.9336793,0.010489712,0.055831015
id26625,0.66150254,0.3041874,0.034310106
id24578,0.18918894,0.8026162,0.008194835
id05423,0.0806705,0.90192443,0.017405113
id19124,0.002121394,0.9973455,0.0005331824
id00946,0.97999036,0.0032852718,0.016724346
id19229,0.55079865,0.26004514,0.1891562
id05311,0.12555312,0.71793777,0.15650916
id03289,0.8313857,0.149872,0.018742338
id17758,0.0013613307,0.99647397,0.0021647206
id24336,0.00043464117,0.99941933,0.00014608334
id00603,0.051363952,0.010963216,0.93767285
id26467,0.5897565,0.119220324,0.29102316
id27835,0.104471944,0.0075155315,0.8880126
id06861,0.4595045,0.022551637,0.51794386
id23847,0.0013364236,0.0004985919,0.99816495
id06174,0.5583303,0.4356274,0.006042317
id10968,0.9856836,0.00986083,0.004455589
id10881,0.9884213,0.004132666,0.0074460674
id03204,0.0017124799,0.9958157,0.0024717795
id21921,0.59429514,0.16187023,0.24383461
id06539,0.8579757,0.07065086,0.07137344
id08880,0.396536,0.3896139,0.21385005
id14725,0.12952006,0.0030056888,0.86747426
id26107,0.0011279155,0.00018531519,0.99868673
id07874,0.493099,0.4977609,0.009140148
id23638,0.9896876,0.0006549347,0.009657409
id13498,0.035706144,0.0057249186,0.9585689
id18940,0.0014263142,0.00055407494,0.9980196
id02120,0.9667096,0.022635454,0.01065497
id26663,0.9917836,0.0029080568,0.0053083817
id20127,0.0023010129,0.00035166304,0.99734735
id27922,0.6043791,0.13737111,0.2582498
id15106,0.7839717,0.11423047,0.10179783
id22158,0.006409095,0.00084690837,0.99274397
id17029,0.0026821108,0.99572855,0.0015892921
id02554,0.7182741,0.05789607,0.22382982
id18454,0.036044437,0.82524896,0.13870664
id09016,0.46393582,0.022031853,0.51403236
id02307,0.9990264,0.0005451773,0.00042837457
id01650,0.084392704,0.0038553062,0.911752
id01254,0.00286246,0.9966814,0.00045606814
id12921,0.00977121,0.0036656193,0.9865632
id05721,0.30099216,0.0017453769,0.69726247
id05798,0.6257223,0.3062296,0.06804811
id04417,0.0027897411,0.00038863905,0.99682164
id19620,0.9621092,0.027304977,0.010585815
id22680,0.003181381,0.9962108,0.000607838
id21992,0.4256499,0.16687481,0.40747532
id22823,0.5179935,0.48124948,0.0007570261
